name,appid_steam_games,genre,tags,positive_rating
Battlefleet Gothic: Armada,363680,Strategy,"Strategy, Warhammer 40K, Space, RTS, Sci-fi, Games Workshop, Multiplayer, Singleplayer, Tactical, Real Time Tactics, Fantasy, Gothic, Action, Co-op, War, Great Soundtrack, Difficult, Dark Fantasy, Survival, Naval",68.4
Battle of Brains,1231090,"Casual, Indie","Trivia, Puzzle, Casual, Multiplayer, Logic, Education, 2D, Cartoon, Cartoony, PvP, Indie",50
Battle Ram,1262060,"Action, Adventure, Indie, Simulation, Sports","Spectacle fighter, Bullet Hell, Robots, Perma Death, Difficult, Cute, Top-Down, Action, Simulation, Colorful, Hand-drawn, Stylized, Casual, Atmospheric, Indie, Soundtrack, Adventure, 2D, Addictive, Great Soundtrack",88
Battles of the Ancient World,385940,Strategy,Strategy,60.9
Battlestations: Midway,6870,Action,"Action, World War II, Naval, Naval Combat, Strategy, Flight, Simulation, Multiplayer, War, Singleplayer, RTS, Historical",77.5
Battlestations: Pacific,8170,"Action, Strategy","World War II, Strategy, Action, Naval, Simulation, RTS, Flight, Military, Naval Combat, Multiplayer, Singleplayer, Historical, Open World, War, Alternate History",70.7
Battletoads,1244950,"Action, Adventure","Action, Adventure, Co-op, Fighting, Hand-drawn, Beat 'em up, Cartoon, Combat, 2D Platformer, Side Scroller, Multiplayer, Local Multiplayer, Cartoony, 2D Fighter, Retro, Arcade, Local Co-Op, Comedy, Great Soundtrack, Difficult",69.8
Beast Quest,707060,"Action, Adventure, RPG","Based On A Novel, Family Friendly, RPG, Adventure, Action, Singleplayer, Story Rich, Exploration, Third Person, Action RPG, 3D, Fantasy, Dragons, Magic, Open World, Turn-Based Combat, Nudity, Snow, Souls-like, Clicker",38
Beasts of Prey,299860,"Action, Adventure, Indie, Massively Multiplayer","Early Access, Survival, Dinosaurs, Open World, Crafting, Sandbox, Multiplayer, Adventure, Massively Multiplayer, Action, First-Person, Indie, Building, FPS, Co-op, Hunting, Exploration, PvP, Walking Simulator, Strategy",42.4
Beholder 2,761620,"Adventure, Indie, Simulation, Strategy","Strategy, Dystopian , Choices Matter, Simulation, Political Sim, Story Rich, Singleplayer, Political, Atmospheric, Multiple Endings, Dark, Politics, Addictive, Point & Click, 2D, Lore-Rich, Adventure, Indie, Psychological Horror, Violent",88.1
Ben 10,703180,Action,"Action, Family Friendly, Cartoony, Adventure, Cartoon, Fighting, Action-Adventure, Character Action Game, Beat 'em up, Singleplayer, Anime, Cult Classic",78
Ben 10: Power Trip,1063040,"Action, Adventure","Adventure, Open World, Action RPG, Sandbox, 3D Platformer, 3D, Cartoon, Cartoony, Third Person, Aliens, Family Friendly, Fantasy, Modern, Sci-fi, Co-op, Local Co-Op, Multiplayer, Local Multiplayer, Singleplayer, Action",85.9
"Ben There, Dan That!",37420,"Adventure, Indie","Point & Click, Adventure, Comedy, Indie, 2D, Singleplayer, Funny, Time Travel, Retro, 1990's, Cult Classic, Classic, Hand-drawn, Puzzle",80.5
BENTO GIRL,1576290,"Casual, Indie","Casual, Dating Sim, Point & Click, Clicker, Anime, Cartoon, Hand-drawn, Indie, Female Protagonist, Singleplayer",61.9
Beside Myself,1564110,"Adventure, Indie, Simulation","Adventure, Simulation, Walking Simulator, 3D Platformer, Exploration, Hidden Object, 3D, Cinematic, First-Person, Psychedelic, Realistic, Atmospheric, Detective, Historical, Psychological Horror, Horror, Story Rich, Linear, Singleplayer, Gore",70.5
Between the Stars,727130,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access","RPG, Space, Action, Simulation, Indie, Strategy, Adventure, Space Sim, Early Access, Singleplayer, Sci-fi, Sandbox, Rogue-lite, Open World, 3D, Tactical RPG, Rogue-like, Survival, Action RPG, Exploration",76.5
Beyond: Two Souls,960990,"Action, Adventure","Adventure, Choices Matter, Story Rich, Female Protagonist, Cinematic, Singleplayer, Emotional, Sci-fi, Dynamic Narration, Quick-Time Events, Third Person, Narration, Atmospheric, Horror, Thriller, Violent, Great Soundtrack, Beautiful, Co-op, Drama",88.8
Beyond Divinity,219760,RPG,"RPG, Singleplayer, Isometric, Fantasy, Classic, Action RPG, Hack and Slash, Adventure, Atmospheric, Action, Great Soundtrack, CRPG",52.9
Big Dipper,984470,"Indie, Simulation","Visual Novel, Drama, Fantasy, Stylized, Linear, Simulation, Anime, Romance, 2D, Indie, Singleplayer, Casual, Dating Sim, Cartoony, Atmospheric, Historical, Modern, Short, Nudity, Sexual Content",90.7
Bingo Hall,1219230,"Casual, Indie","Casual, Indie, Board Game, Replay Value, Local Multiplayer",79.2
Biology Battle,335080,"Action, Casual, Indie, Strategy","Action, Indie, Casual, Strategy",58.2
Bio Menace,358180,Action,"Action, Platformer, Classic, 2D, Retro, Singleplayer, 1990's, Side Scroller",82.8
Bionic Commando,21670,"Action, Adventure","Action, Adventure, Third Person, Singleplayer, Great Soundtrack, Third-Person Shooter, Multiplayer, Shooter, Reboot, Platformer, Open World",73.3
Bionic Commando Rearmed,21680,Action,"Action, Platformer, Remake, Great Soundtrack, Local Co-Op, Local Multiplayer, Retro, 2D, Old School, Co-op, 4 Player Local, 2.5D, Arcade, Side Scroller, Difficult, Singleplayer",61.1
BioShock 2,8850,Action,"FPS, Action, Singleplayer, Atmospheric, Story Rich, Horror, Shooter, First-Person, Steampunk, Sci-fi, Multiplayer, Underwater, Dystopian , Adventure, RPG, Immersive, Dark, Great Soundtrack, Philosophical, Action RPG",89.4
Bitcoin Farm,760930,"Casual, Indie, Simulation","Indie, Casual, Simulation, Clicker",46.3
Black Book: Prologue,1284240,"Adventure, Indie, RPG, Strategy","RPG, Adventure, Indie, Strategy, Atmospheric, Free to Play, Card Game, Mythology, Turn-Based, Story Rich, Fantasy, Deckbuilding, Medieval, Dark, Card Battler, Singleplayer, Mouse only, Cinematic, Great Soundtrack, Mystery",94.1
Black Desert,582660,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy","MMORPG, Massively Multiplayer, RPG, Open World, Character Customization, Adventure, Fantasy, Action, Strategy, 3D, Simulation, Atmospheric, Crafting, Medieval, Cooking, Magic, PvP, Multiplayer, War, Combat",75.3
Black Island,376110,"Adventure, Indie","Adventure, Indie, Horror, Point & Click, FMV",60
Blackwake,420290,"Action, Casual, Indie, Strategy","Pirates, Multiplayer, Naval Combat, Naval, Team-Based, Action, First-Person, Co-op, Strategy, Funny, FPS, Early Access, Sailing, Indie, Swordplay, Open World, Casual, Violent, Atmospheric, Adventure",82.1
Blades of Time,208670,"Action, Adventure","Action, Female Protagonist, Hack and Slash, Adventure, Third Person, Singleplayer, Fantasy, Spectacle fighter, Time Manipulation, RPG, Character Action Game, Nudity, Controller, Multiplayer, Anime, Beat 'em up, Difficult, Sexual Content",79.9
Blake Stone: Aliens of Gold,358190,Action,"FPS, Action, Classic, First-Person, Shooter, 1990's",89.8
Blake Stone: Planet Strike,358310,Action,"Action, FPS, Classic, Shooter, First-Person, 1990's",72.7
Blaster Simulator,446450,"Action, Casual, Simulation","Simulation, Action, Casual",35.7
Blood Bond - Into the Shroud,820890,"Adventure, Casual, Indie, RPG","RPG, Female Protagonist, Story Rich, Indie, Stylized, Open World, Casual, Fantasy, Third Person, Character Action Game, Alternate History, Adventure, Atmospheric, Magic, Medieval, Multiple Endings, Singleplayer, CRPG, Action RPG, Exploration",35.3
BloodRayne 2: Terminal Cut,1373550,"Action, Adventure, RPG","Action, Character Action Game, Female Protagonist, Vampire, Third-Person Shooter, Hack and Slash, Gore, Horror, Spectacle fighter, Blood, Sexual Content, Mature, Action-Adventure, Nudity, Platformer, Sequel, Third Person, Singleplayer, Adventure, Violent",81.5
BloodRayne: Terminal Cut,1373510,Action,"Action, Vampire, Female Protagonist, Hack and Slash, Third-Person Shooter, Gore, Horror, Action-Adventure, Mature, Dark, Supernatural, World War II, Sexual Content, Violent, Third Person, Singleplayer, Combat, Gothic, Shooter, Adventure",90.4
Blowjob Simulator,1627110,"Simulation, Early Access",NA,NA
Bomber Crew,537800,"Simulation, Strategy","World War II, Simulation, Strategy, Management, Flight, Singleplayer, Indie, War, Difficult, Survival, Action, Casual, Military, 3D, Cartoony, Rogue-like, Perma Death, Rogue-lite, Cute, Multiplayer",87.8
Bombergeddon,1218310,"Indie, Simulation, Strategy","Strategy, Indie, Simulation, Cold War, Wargame",100
Bone: Out from Boneville,8310,Adventure,"Adventure, Point & Click, Puzzle, Comic Book, Fantasy",52.5
Bone: The Great Cow Race,8320,Adventure,"Adventure, Point & Click",61
BOOBS SAGA: Prepare To Hentai Edition,726360,"Action, Adventure, Indie, Massively Multiplayer","Early Access, Sexual Content, Nudity, Mature, Violent, Action, Indie, Adventure, Female Protagonist, Gore, Comedy, Singleplayer, Third Person, Fantasy, Atmospheric, Funny, Dark Humor, Horror, Psychological Horror",78.1
Book of Demons,449960,"Action, Adventure, Casual, Indie, RPG","Dungeon Crawler, Roguelike Deckbuilder, Hack and Slash, RPG, Deckbuilding, Singleplayer, Isometric, Action RPG, Dark Fantasy, Fantasy, Demons, Card Game, Action, Adventure, Action-Adventure, Rogue-like, Controller, Zombies, Atmospheric, Rogue-lite",80
Borderlands 3,397540,"Action, RPG","RPG, Action, Looter Shooter, FPS, Online Co-Op, Multiplayer, Open World, Loot, Co-op, Shooter, Co-op Campaign, Singleplayer, Gore, First-Person, Violent, Adventure, Great Soundtrack, Nudity, Comedy, Epic",84.6
Borderlands GOTY,8980,"Action, RPG","Looter Shooter, FPS, Co-op, RPG, Action, Loot, Shooter, Online Co-Op, First-Person, Open World, Comedy, Multiplayer, Sci-fi, Post-apocalyptic, Singleplayer, Action RPG, Funny, Dark Humor, Adventure, Gore",90.6
Borderlands GOTY Enhanced,729040,"Action, RPG","FPS, Co-op, Shooter, First-Person, Online Co-Op, Loot, Action, RPG, Comedy, Dark Humor, Action RPG, Gore, Singleplayer, Atmospheric, Multiplayer, Funny, Sci-fi, Looter Shooter, Character Action Game, Violent",86.2
Boreal Blade,598780,"Action, Early Access","Action, Swordplay, Multiplayer, Competitive, Character Customization, Medieval, Combat, Fantasy, PvP, Third Person, Tactical, Gore, 3D Fighter, Violent, Team-Based, Beat 'em up, Early Access, Online Co-Op, Fighting, Free to Play",64.7
Bounty game,1805360,"Action, Adventure, Casual, Massively Multiplayer, Racing, RPG, Sports, Strategy","Survival, Battle Royale, Steampunk, Action-Adventure, Massively Multiplayer, Multiplayer, PvP, Horror, Gore, Co-op, Singleplayer, 3D Platformer, Adventure, Nudity, Action, 3D, Runner, Realistic, Capitalism, Sexual Content",78.9
BOW MAN,1159480,"Action, Casual, Sports","Action, Casual, Sports, VR, VR Only",80
Box: The Game,879850,"Casual, Indie","Indie, Casual, Puzzle, Minimalist, Difficult, Singleplayer, Family Friendly, Grid-Based Movement, Colorful, Abstract, Relaxing, Great Soundtrack, Competitive, Strategy, Addictive, 3D, Top-Down, Sci-fi",63.1
Brave survivors,2106450,"Action, Adventure, Casual, RPG","Action Roguelike, Exploration, Roguevania, Twin Stick Shooter, Bullet Hell, RPG, Action RPG, Female Protagonist, 2.5D, Relaxing, Team-Based, Casual, Action, Open World, Pixel Graphics, Anime, Cartoony, Colorful, Fantasy, Magic",81.5
Break Everything - Park,2278120,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy","Exploration, On-Rails Shooter, 3D Platformer, Racing, Shoot 'Em Up, Sports, Flight, Creature Collector, Match 3, Animation & Modeling, Colony Sim, Baseball, Perma Death, Board Game, God Game, Party-Based RPG, Shooter, 3D Fighter, Detective, RPG",92.3
Breeders of the Nephelym: Alpha,1161770,"Adventure, Free to Play, Indie, Early Access",NA,NA
Bridge Constructor Stunts,419080,Simulation,"Simulation, Building, Puzzle, Physics, Indie",63.4
Bright Memory: Infinite,1178830,"Action, Indie","Action, Female Protagonist, Sexual Content, Indie, FPS, Singleplayer, Sci-fi, Shooter, First-Person, Hack and Slash, Gore, Mature, Violent, Souls-like, Short, Character Customization, Multiplayer, Swordplay, Realistic, Futuristic",92.7
BRINK,22350,"Action, Free to Play","FPS, Action, Multiplayer, Parkour, Shooter, Character Customization, Free to Play, Class-Based, Co-op, Singleplayer, First-Person, Gun Customization, Team-Based, Online Co-Op, Sci-fi, Tactical, Atmospheric, Adventure, Casual, Open World",62
Broken Sword 4 - the Angel of Death,316160,"Adventure, Casual, Indie","Adventure, Casual, Indie, Mystery, Point & Click, Singleplayer, Puzzle, Third Person, Atmospheric, Story Rich, Sequel, Action, Hidden Object, 3D Platformer, 3D Vision, 3D, Cinematic, Anime, Conspiracy, Detective",42.9
Brutal Japan | ,2025830,"Action, Adventure, Casual, Indie, Simulation, Early Access","Early Access, 3D, Survival Horror, Horror, Action, Adventure, Psychological Horror, Modern, Gore, Violent, Action-Adventure, 3D Platformer, 3D Vision, Third Person, First-Person, Cinematic, Stealth, Indie, Dark, Mystery",69.6
Bubble hunt,1790860,"Action, Adventure, Casual, Indie",NA,NA
Bubble Struggle: Adventures,764970,"Action, Indie, Strategy","Action, Indie, Strategy",81.8
Buggy,379340,Racing,Racing,68.4
Bulletstorm,99810,Action,"FPS, Action, Comedy, Gore, Shooter, Singleplayer, Sci-fi, Dark Humor, Multiplayer, Score Attack, First-Person, Co-op, Stylized, Arcade, Funny, Adventure, Atmospheric",78.7
Burak Bahar's Unseen Anchor,779760,"Casual, Indie, Strategy","Indie, Casual, Strategy, 2D, Action, Singleplayer, Fast-Paced, Great Soundtrack, Sci-fi, Difficult, Adventure, Top-Down Shooter, Futuristic, Mystery, Atmospheric, Survival, Story Rich, Top-Down, Visual Novel",92.3
Bushfires: Animal Rescue,1510100,"Action, Adventure, Casual, Indie, Racing, Early Access","Early Access, Action, Adventure, Exploration, Creature Collector, 3D, Cartoon, Cute, Third Person, Atmospheric, Dog, Education, Family Friendly, Nature, Offroad, Driving, Hunting, Linear, PvE, Score Attack",60
Buzzle,1414600,Strategy,"Strategy, Puzzle, Singleplayer, 3D, Colorful, 3D Vision",50
C.O.D.E.R.E.D,1859310,"Action, Early Access","3D Platformer, Action, FPS, PvP, Shooter, Action-Adventure, 3D, First-Person, Realistic, Early Access, Tactical, Violent, Stealth, Combat, Multiplayer, Singleplayer",0
Cabela's African Adventures,250200,Action,"Action, Hunting",50
Cabela's Big Game Hunter Pro Hunts,247770,Action,"Hunting, Simulation, Action, Open World, America, FPS, Adventure, Multiplayer, Sports, Walking Simulator, Singleplayer",74.4
Cabela's Dangerous Hunts 2013,218860,Action,"Action, America, Hunting",43.3
Cabela's Hunting Expeditions,214210,"Simulation, Sports","Simulation, Sports, Hunting, America",27.6
Cabelas Trophy Bucks,7970,Sports,"Sports, America, Hunting",27.3
Caesar 3,517790,"Simulation, Strategy","City Builder, Strategy, Simulation, Rome, Historical, Classic, Management, Isometric, Singleplayer, Retro",92
Caesar 4,517810,"Simulation, Strategy","Strategy, City Builder, Simulation, Rome, Historical, Singleplayer",70.2
Call of Duty: WWII - Multiplayer,476620,Action,"World War II, FPS, Multiplayer, War, Action, Zombies, Shooter, First-Person, Singleplayer, Co-op, Violent, Gore, Historical, Story Rich, Horror, Psychological Horror, Massively Multiplayer, Female Protagonist, Open World, Heist",57.2
Call of Juarez Gunslinger,204450,Action,"Western, FPS, Action, Shooter, Singleplayer, Story Rich, Bullet Time, Comedy, First-Person, Narration, Adventure, Dynamic Narration, Funny, Violent, Atmospheric, Arcade, Gore, America, Historical, Alternate History",95.1
Cally's Trials,476510,"Action, Adventure, Indie","Action, Indie, Adventure, Platformer, Female Protagonist, Pixel Graphics, Singleplayer",71.5
Capcom Arcade Stadium,1515950,"Action, Free to Play","Action, Arcade, Free to Play, 2D Platformer, Beat 'em up, 1990's, 2D Fighter, 2D, 1980s, Singleplayer, 3D, Local Co-Op, Local Multiplayer, Retro, 4 Player Local, Multiplayer, Pixel Graphics",52.2
Capsized,95300,"Action, Indie","Action, Indie, Platformer, Sci-fi, Local Co-Op, 2D, Shooter, Physics, Great Soundtrack, Singleplayer, Local Multiplayer, Adventure, Space, Beautiful, Metroidvania, Difficult, Atmospheric",76.6
Carcassonne: The Official Board Game,598810,"Casual, Strategy","Board Game, Strategy, Casual, Multiplayer, Tabletop, Turn-Based, Turn-Based Strategy, Family Friendly, Medieval, Addictive, Puzzle, Singleplayer, Local Multiplayer, 3D, Top-Down, Puzzle-Platformer, Atmospheric, PvP, Turn-Based Tactics, Replay Value",84.4
Cardboard Wars,728630,"Action, Casual, Indie, Early Access","Action, Early Access, Indie, Casual, Multiplayer, Third-Person Shooter, Local Multiplayer, Controller, Strategy, Atmospheric, Funny, Exploration, Tactical, Classic, Co-op, Fantasy, Survival, Zombies, Relaxing, Adventure",55.2
Carmageddon TDR 2000,331650,"Action, Indie, Racing","Combat Racing, Racing, Action, Indie, Gore, Classic, Multiplayer, Singleplayer",73.5
Car Mechanic Simulator 2014,270850,Simulation,"Automobile Sim, Simulation, Singleplayer, Education, First-Person, Realistic, Puzzle, Racing, Strategy, Multiplayer, Indie, Casual, Great Soundtrack, Management, Free to Play, RPG",82.9
Car Mechanic Simulator 2015,320300,"Racing, Simulation","Automobile Sim, Simulation, Singleplayer, Building, Driving, Education, Racing, First-Person, Management, Puzzle, Realistic, Casual, Multiplayer, Great Soundtrack, Atmospheric, Funny, Sandbox, Mod, Open World, Action",92.3
Carrier Command: Gaea Mission,65740,"Action, Strategy","Strategy, Action, RTS, Sci-fi, Naval Combat, Naval, Tactical, Open World, Singleplayer, Simulation, Remake, FPS",47
Cars 2,301760,"Action, Adventure, Racing","NSFW, World War II, Mature, Illuminati, Dating Sim, Post-apocalyptic, Action, Racing, War, Souls-like, Adventure, Family Friendly, World War I, Story Rich, Dark Fantasy, Difficult, Memes, FPS, Funny, Multiplayer",74.6
Cars Toon: Mater's Tall Tales,316320,"Action, Adventure, Racing","Family Friendly, Racing, Action, Adventure, Cold War, World War II, Hentai, Sexual Content, NSFW, Nudity, Horror, Gore",69.1
Casino Inc,361320,"Simulation, Strategy","Simulation, Strategy, Management, Retro, Classic, Gambling",84.2
Cassidy,1504690,"Action, Adventure, Indie, Simulation","Action, Adventure, Simulation, Action-Adventure, Exploration, Horror, Survival, Survival Horror, First-Person, 3D, Indie, Violent, Realistic, Stealth, Singleplayer",38.5
Castle Adventure,765820,"Action, Adventure, Indie, RPG",NA,NA
CastleMiner Z,253430,"Violent, Action, Adventure, Indie","Open World Survival Craft, Survival, Zombies, Multiplayer, Action, Sandbox, Adventure, Open World, Indie, Crafting, Co-op, FPS, Shooter, Dragons, Walking Simulator, First-Person, Online Co-Op, Survival Horror, Horror, PvP",79.3
Castle of Lust - Hentai Fantasy Game,1243270,Casual,NA,NA
Castlevania: Lords of Shadow - Ultimate Edition,234080,"Action, Adventure","Action, Adventure, Hack and Slash, Vampire, Singleplayer, Fantasy, Gothic, Quick-Time Events, Third Person, Medieval, Dark Fantasy, Atmospheric, Great Soundtrack, Story Rich, Action-Adventure, Character Action Game, Controller, Spectacle fighter, Nudity, Reboot",80.6
Castlevania: Lords of Shadow 2,239250,"Action, Adventure","Action, Adventure, Vampire, Hack and Slash, Gothic, Singleplayer, Third Person, Fantasy, Sequel, Metroidvania, Action RPG, Epic, Dark, Violent, Gore, Atmospheric, Story Rich, RPG, Great Soundtrack, Horror",84.3
Castlevania: Lords of Shadow  Mirror of Fate HD,282530,"Action, Adventure","Action, Adventure, Metroidvania, Platformer, Vampire, Hack and Slash, Singleplayer, 2D, Side Scroller, 2.5D, Fantasy, Gothic, Atmospheric, Dark Fantasy, Dark",83.4
CAT & MOUSE,1137040,"Action, Casual, Indie, Simulation","Cats, 3D, Action, Indie, First-Person, Third Person, Minimalist, Casual, Arcade, Stylized, Stealth, Funny, Platformer, Pixel Graphics, Survival, Cute, Satire, Retro, Combat, Atmospheric",91.7
Catch Me If You Can,839330,"Action, Casual, Indie","Fast-Paced, Runner, Competitive, Physics, Multiplayer, Party Game, Free to Play, Parkour, Real Time Tactics, First-Person, Arena Shooter, Precision Platformer, PvP, Arcade, Strategy, 3D, Funny, Team-Based, Action, Casual",98.3
Cat Girl,686180,"Adventure, Indie","Sexual Content, Nudity, Adventure, Violent, Indie, Anime, Visual Novel, Mature, Singleplayer",58.4
Cat Jump,1713450,"Adventure, Casual, Indie","Adventure, Casual, 2D Platformer, Platformer, 2D, Cartoony, Family Friendly, Cute, Cats, Dog, Colorful, Zombies, Fantasy, Nature, Parkour, Funny, Supernatural, Third Person, PvE, Trading",62.5
Caveman Alive,720470,"Adventure, Casual, Indie, Simulation","Adventure, Indie, Casual, Simulation",36.1
Cave Story+,200900,"Action, Adventure, Indie","Platformer, Metroidvania, Indie, Great Soundtrack, Pixel Graphics, Action, Adventure, 2D, Singleplayer, Retro, Classic, Exploration, Replay Value, Difficult, Story Rich, Shooter, Remake, Cute, Sci-fi, Anime",93.3
CCCP CALLS!,857060,"Casual, Indie","Casual, Indie, Match 3, Puzzle, Arcade, Anime, Singleplayer, Cute, Hentai, Adventure, Nudity, Female Protagonist, RPGMaker, JRPG",54.3
Cemetery Warrior 4,1150990,"Action, Free to Play, Indie","Indie, Gore, Violent, Action, Free to Play",70.3
Ceville,23460,"Action, Adventure, Strategy","Adventure, Point & Click, Strategy, Action, Comedy, Villain Protagonist, Singleplayer, Fantasy, Funny, Casual, Puzzle",81.6
Chainz 2: Relinked,32120,Casual,"Casual, Puzzle, Match 3",55.4
Chaos Ride,346400,"Action, Indie, Racing",NA,26.7
Chaos Souls,714510,"Action, Adventure, Indie","Adventure, Action, Indie, Anime, Female Protagonist",50
Chariot,319450,"Adventure, Indie","Adventure, Indie, Local Co-Op, Local Multiplayer, Platformer, Co-op, Physics, Puzzle-Platformer, Controller, Puzzle, Side Scroller, Singleplayer, 2D, Multiplayer, Casual, Arcade, Exploration, Metroidvania, Fantasy, Funny",80.9
Chasm,312200,"Action, Adventure, Indie, RPG","Metroidvania, Indie, Pixel Graphics, Adventure, Action, RPG, Platformer, 2D, Procedural Generation, Side Scroller, Singleplayer, Fantasy, Retro, Action RPG, Rogue-like",72.1
"Check, please! : Restaurant Simulator",1755150,"Casual, RPG, Simulation, Strategy","Simulation, Strategy, Point & Click, Strategy RPG, God Game, City Builder, Action RTS, Clicker, Immersive Sim, Time Management, 3D, Cute, Cartoony, Top-Down, Colorful, Family Friendly, Cooking, Economy, Building, Logic",27.3
Chernobyl: Terrorist Attack,546810,Action,"Action, FPS",53.8
Chess Puzzles,874380,"Casual, Indie, Strategy","Strategy, Indie, Casual",33.3
Chibi Volleyball,1100200,"Casual, Indie, Sports","Casual, Sports, Tennis, Fighting, Football (American), Female Protagonist, 2D, Split Screen, Funny, Team-Based, Anime, 4 Player Local, 2D Fighter, Local Multiplayer, Football (Soccer), Colorful, Family Friendly, Co-op, PvP, Local Co-Op",86.3
Chionophile,1432750,Indie,"Experimental, Exploration, Walking Simulator, 3D, Immersive Sim, First-Person, Realistic, Atmospheric, Family Friendly, Fantasy, Mystery, Nature, Indie, Philosophical, Snow, Relaxing, Singleplayer",90.5
Chrome,46420,Action,"Action, FPS, Shooter, Multiplayer, Singleplayer, First-Person, Sci-fi, Inventory Management",65.9
Chrome: Specforce,46430,Action,"Action, FPS, Shooter",60
Cibele,408120,Indie,"Indie, Female Protagonist, Nudity, FMV, Romance, Short, Story Rich, Singleplayer, Walking Simulator, Visual Novel",50.3
CID The Dummy,45900,Action,NA,21.7
Cities XL 2012,201760,Simulation,NA,NA
City Climber,538840,"Action, Adventure, Casual, Indie, Simulation, Sports","Difficult, Psychological Horror, Singleplayer, Physics, Funny, Horror, Platformer, Indie, Casual, Action, Adventure, Simulation, Comedy, Sports, Parkour, Local Co-Op, Puzzle, Local Multiplayer, 4 Player Local, Precision Platformer",75.3
CivCity: Rome,3980,Strategy,"Strategy, City Builder, Simulation, Rome, Historical, Singleplayer, Sandbox",72.8
CLASH,416040,"Action, Free to Play, Indie, Strategy","Action, Free to Play, Strategy, Indie, Multiplayer, Third-Person Shooter, Shooter, FPS",39.7
Claustrophobia: The Downward Struggle,269590,"Indie, RPG, Strategy, Early Access","RPG, Strategy, Indie, Rogue-like, Early Access",44.1
Close the Window!,773170,Casual,Casual,45.1
Clown Of Duty,2205190,Action,"Action, Simulation, Shooter, Arena Shooter, FPS, Immersive Sim, Shoot 'Em Up, 3D, First-Person, Atmospheric, Military, PvP, Character Customization, Combat, PvE, Multiplayer, Singleplayer",76.1
Clown Theft Auto: Woke City,1993010,"Adventure, Casual, Simulation","Simulation, Adventure, Automobile Sim, Life Sim, Choose Your Own Adventure, Exploration, 3D, Atmospheric, Artificial Intelligence, Casual, Conversation, Singleplayer",41.2
Club Naughty,558870,"Action, Casual, Indie, RPG, Simulation, Strategy","Sexual Content, Nudity, Simulation, RPG, Casual, Strategy, Management, Singleplayer, Dark Comedy, Time Management, Economy, Choices Matter, Mature, Dating Sim, Life Sim, Immersive Sim, First-Person, Indie, Action, Racing",33.6
Clustertruck,397950,"Action, Indie","Parkour, Automobile Sim, Action, First-Person, 3D Platformer, Singleplayer, Physics, Indie, Fast-Paced, Difficult, Destruction, Funny, Great Soundtrack, Platformer, Strategy, Casual, Level Editor, Racing, Adventure, Multiplayer",93.1
Cobi Treasure Deluxe,301690,Casual,"Casual, Puzzle, Match 3",51.6
Coldfire Keep,296530,RPG,"RPG, Dungeon Crawler, First-Person, Grid-Based Movement",41.3
Coloring Game 4,1554790,"Casual, Free to Play, Indie","Free to Play, Indie, Casual, Design & Illustration, Pixel Graphics, Colorful, Relaxing, Singleplayer, Great Soundtrack, Short, Puzzle, Point & Click",93.9
Coloring Pixels,897330,"Casual, Free to Play, Indie","Free to Play, Pixel Graphics, Relaxing, Casual, Indie, Singleplayer, Colorful, Family Friendly, Addictive, 2D, Puzzle, Cute",96.4
Combat Tested,750010,Action,"Action, Gore, Violent, VR, VR Only",67.4
Comic Book Hero: The Greatest Cape,422130,"RPG, Simulation","RPG, Simulation, Superhero, Management, Singleplayer",46.2
Commandos 2: Men of Courage,6830,Strategy,"Strategy, Tactical, Stealth, World War II, Classic, Action, Co-op, RTS, Isometric, Real Time Tactics, Military, Multiplayer, Difficult, Old School, War, Singleplayer, Retro",85.5
Commandos: Behind Enemy Lines,6800,Action,"Strategy, Stealth, Tactical, World War II, Action, Classic, RTS, Difficult, Real Time Tactics, Isometric, Military, 1990's, Singleplayer, Co-op, War, Historical, Retro",89.3
Commandos: Beyond the Call of Duty,6810,Action,"Strategy, Action, Tactical, World War II, Stealth, RTS, Military, Classic, Real Time Tactics, Difficult, 1990's, War, Isometric",88.1
Company of Heroes - Legacy Edition,4560,"Action, Strategy","Strategy, World War II, RTS, Multiplayer, Military, Action, Tactical, Singleplayer, War, Base-Building, Historical, Tanks, Moddable, Co-op, Simulation, Epic, Classic, Team-Based, Addictive, Adventure",93.6
Company of Heroes: Opposing Fronts,9340,"Action, Strategy","Strategy, RTS, World War II, Action, Singleplayer, Multiplayer, Military, Tactical, War, Tanks, Base-Building, Historical, Co-op, Simulation, Online Co-Op",91.8
Company of Heroes: Tales of Valor,20540,Strategy,"Strategy, RTS, World War II, Military, Multiplayer, Base-Building, Singleplayer, Action, War, Tactical, Historical, Co-op",92.9
Conflict: Denied Ops,8100,Action,"Action, FPS, Singleplayer, Co-op, Shooter",52.3
Conflict Desert Storm,211780,Action,"Action, Tactical, Third-Person Shooter, Classic, Multiplayer, Singleplayer, Military, Shooter, Strategy, Third Person",73.1
"Cook, Serve, Delicious! 3?!",1000030,"Action, Indie, Simulation, Strategy","Typing, Management, Casual, Difficult, Arcade, Strategy, 2D, Funny, Simulation, Co-op, Comedy, Family Friendly, Action, Local Co-Op, Multiplayer, Local Multiplayer, Singleplayer, Cooking, Co-op Campaign, Fast-Paced",93.1
